no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category,cluster_id
1,0,1,3800000,11100000,6,2100000,1800000,8700000,5700000,1,2.921052631578948,18300000,1.648648648648649,2,0
4,0,1,6300000,16900000,16,16000000,3600000,23700000,6000000,1,2.6825396825396823,49300000,2.917159763313609,1,2
3,0,0,300000,600000,6,300000,400000,600000,400000,1,2.0,1700000,2.833333333333333,2,0
5,0,1,7100000,21800000,18,7000000,0,18900000,4700000,1,3.0704225352112675,30600000,1.4036697247706422,2,1
2,0,1,600000,1700000,2,1700000,200000,1200000,500000,0,2.833333333333333,3600000,2.117647058823529,0,0
3,1,1,4400000,15300000,16,1200000,8400000,15000000,3400000,1,3.477272727272727,28000000,1.830065359477124,2,1
4,0,0,7600000,20800000,12,1900000,13600000,19200000,6400000,1,2.736842105263158,41100000,1.9759615384615383,2,1
5,1,1,8700000,26400000,10,11800000,2900000,23200000,9200000,0,3.034482758620689,47100000,1.7840909090909092,0,2
3,1,1,5600000,12700000,12,8200000,9300000,22000000,6400000,0,2.267857142857143,45900000,3.614173228346457,0,1
4,0,0,4100000,13100000,14,11200000,4200000,10500000,3800000,1,3.1951219512195124,29700000,2.267175572519084,2,1
2,0,1,7900000,16100000,18,17300000,2900000,29900000,9300000,0,2.037974683544304,59400000,3.68944099378882,0,2
3,0,1,5600000,20900000,14,4000000,10700000,13000000,8200000,1,3.732142857142857,35900000,1.7177033492822966,1,1
3,0,0,1200000,3100000,10,1500000,2200000,3900000,1000000,0,2.583333333333333,8600000,2.774193548387097,0,0
5,1,0,6900000,19700000,6,9800000,7500000,17100000,7300000,1,2.855072463768116,41700000,2.116751269035533,1,1
5,0,0,2700000,5600000,2,1100000,2000000,7100000,2600000,1,2.074074074074074,12800000,2.2857142857142856,2,0
4,1,1,9800000,22100000,4,16800000,11100000,26500000,7300000,0,2.2551020408163267,61700000,2.7918552036199094,0,2
2,0,0,9300000,32300000,4,14300000,6400000,37000000,10400000,1,3.4731182795698925,68100000,2.108359133126935,1,2
4,0,0,6700000,25300000,12,16900000,3600000,23500000,4900000,1,3.776119402985074,48900000,1.932806324110672,1,2
4,1,0,1300000,4600000,10,1800000,600000,3100000,800000,0,3.5384615384615383,6300000,1.3695652173913044,0,0
2,1,1,7900000,17100000,16,19200000,14100000,21900000,10400000,1,2.1645569620253164,65600000,3.83625730994152,1,2
5,0,0,6700000,23200000,18,1600000,6700000,20800000,5400000,1,3.462686567164179,34500000,1.487068965517241,1,1
2,0,1,2100000,4500000,18,2500000,500000,5500000,1500000,1,2.142857142857143,10000000,2.2222222222222223,1,0
4,1,1,4700000,11000000,4,10100000,100000,9600000,6900000,0,2.3404255319148937,26700000,2.4272727272727272,0,1
2,1,0,3700000,13400000,16,6400000,600000,14200000,3500000,0,3.6216216216216215,24700000,1.8432835820895523,0,1
0,1,1,5800000,21800000,2,4400000,7200000,15000000,4200000,1,3.7586206896551726,30800000,1.4128440366972477,1,1
5,1,1,2400000,6900000,20,1700000,400000,8800000,2400000,1,2.875,13300000,1.9275362318840576,2,0
1,0,1,8100000,27600000,16,1000000,10500000,32200000,8000000,0,3.4074074074074074,51700000,1.8731884057971016,0,2
5,1,1,5400000,21400000,12,4000000,9700000,12400000,6800000,0,3.962962962962963,32900000,1.5373831775700937,0,1
0,1,0,1400000,5400000,8,4100000,400000,4300000,800000,1,3.857142857142857,9600000,1.7777777777777777,1,0
2,0,0,2500000,8600000,8,2500000,4000000,7700000,1300000,1,3.44,15500000,1.802325581395349,2,0
0,0,1,1600000,5300000,4,400000,2100000,5500000,1100000,1,3.3125,9100000,1.7169811320754718,2,0
0,0,0,3700000,10600000,20,5800000,1300000,13900000,3500000,0,2.864864864864865,24500000,2.311320754716981,0,0
5,0,1,500000,1800000,20,500000,700000,1100000,300000,1,3.6,2600000,1.4444444444444444,1,0
3,0,1,5300000,19500000,4,13200000,4700000,19800000,7900000,1,3.679245283018868,45600000,2.3384615384615386,1,1
0,1,1,2800000,6800000,12,4100000,2000000,11100000,1400000,0,2.4285714285714284,18600000,2.735294117647059,0,0
1,1,1,9600000,29900000,18,18500000,15200000,38200000,9400000,0,3.114583333333333,81300000,2.719063545150502,0,2
4,1,0,2200000,7800000,20,0,3900000,8400000,1900000,1,3.5454545454545454,14200000,1.8205128205128205,1,0
1,0,1,8400000,30900000,8,18600000,1000000,25900000,11100000,0,3.678571428571429,56600000,1.831715210355987,0,2
1,0,0,2100000,5300000,20,1500000,3800000,8100000,1700000,0,2.523809523809524,15100000,2.849056603773585,0,0
2,0,1,2800000,7000000,2,500000,2900000,8100000,1300000,1,2.5,12800000,1.8285714285714283,2,0
0,0,0,2500000,5800000,20,7400000,500000,7500000,2000000,1,2.32,17400000,3.0,1,0
3,1,1,1700000,5800000,10,4100000,2900000,6600000,800000,0,3.411764705882353,14400000,2.4827586206896552,1,0
3,1,0,6100000,20700000,4,14900000,5400000,24200000,5900000,1,3.39344262295082,50400000,2.4347826086956523,2,2
3,1,0,4100000,11700000,10,6900000,6200000,15400000,2100000,1,2.8536585365853657,30600000,2.6153846153846154,2,1
5,0,1,4500000,12700000,8,11000000,3800000,12600000,2700000,0,2.8222222222222224,30100000,2.37007874015748,0,1
2,1,1,5600000,19100000,8,2700000,1200000,14200000,4200000,0,3.4107142857142856,22300000,1.1675392670157068,0,1
3,0,1,5800000,16600000,10,13300000,5900000,15000000,8500000,0,2.862068965517241,42700000,2.572289156626506,0,1
4,0,0,8600000,26700000,10,2200000,8800000,22600000,6900000,1,3.104651162790698,40500000,1.5168539325842696,2,1
2,1,0,2900000,10500000,20,4200000,600000,7700000,4300000,1,3.6206896551724137,16800000,1.6,2,0
2,0,1,8300000,17600000,2,1000000,700000,28400000,6800000,0,2.1204819277108435,36900000,2.096590909090909,0,1
5,0,0,2400000,5100000,6,1500000,200000,5300000,3400000,1,2.125,10400000,2.0392156862745097,2,0
4,1,0,5600000,12000000,4,5600000,2900000,14500000,3400000,1,2.142857142857143,26400000,2.2,2,1
1,1,1,9500000,35400000,14,400000,1200000,20200000,13500000,0,3.726315789473684,35300000,0.9971751412429378,0,1
4,0,1,4900000,15900000,10,10800000,8300000,14900000,2800000,1,3.2448979591836733,36800000,2.314465408805032,1,1
4,0,1,5900000,16500000,2,13000000,9400000,20000000,3500000,1,2.796610169491525,45900000,2.7818181818181817,2,1
5,1,1,500000,1500000,4,200000,200000,1100000,700000,1,3.0,2200000,1.4666666666666666,0,0
3,1,0,7000000,21700000,14,5400000,8500000,19300000,9600000,1,3.1,42800000,1.9723502304147464,2,1
1,0,0,3500000,12700000,4,5200000,6800000,12900000,1800000,1,3.628571428571429,26700000,2.1023622047244093,0,1
0,1,0,5200000,12200000,16,5000000,2000000,11400000,5100000,1,2.3461538461538463,23500000,1.9262295081967211,2,1
3,1,1,6300000,19900000,12,1900000,2400000,15500000,3100000,1,3.1587301587301586,22900000,1.150753768844221,2,1
2,0,0,8400000,28300000,10,1800000,16000000,33000000,4400000,1,3.369047619047619,55200000,1.9505300353356887,2,2
1,0,1,7500000,22500000,14,12300000,9600000,16200000,4500000,0,3.0,42600000,1.893333333333333,0,1
2,1,0,3300000,13000000,16,5500000,5900000,7400000,3100000,0,3.939393939393939,21900000,1.6846153846153846,0,1
2,0,0,8800000,22400000,14,21700000,5100000,18600000,10900000,1,2.5454545454545454,56300000,2.513392857142857,1,2
5,1,0,200000,700000,18,-100000,100000,500000,200000,1,3.5,700000,1.0,2,0
5,0,1,8000000,29100000,4,10600000,8600000,28800000,4600000,1,3.6375,52600000,1.8075601374570447,1,2
3,1,0,1000000,4000000,6,700000,100000,2800000,500000,1,4.0,4100000,1.025,1,0
1,1,0,9400000,26700000,10,7600000,2500000,28600000,13200000,0,2.8404255319148937,51900000,1.9438202247191008,0,2
5,1,0,2100000,7300000,18,3700000,3200000,7200000,2200000,0,3.4761904761904763,16300000,2.232876712328767,0,0
4,1,1,5400000,11500000,20,14600000,3800000,13500000,6100000,1,2.1296296296296298,38000000,3.3043478260869565,2,1
2,1,1,4700000,15100000,8,9700000,2500000,10700000,4700000,1,3.2127659574468086,27600000,1.827814569536424,2,1
3,1,0,8800000,33700000,12,17300000,16000000,22200000,8800000,0,3.829545454545455,64300000,1.9080118694362016,0,2
5,1,0,3200000,12200000,6,7700000,6200000,6700000,2100000,0,3.8125,22700000,1.860655737704918,0,1
0,1,1,7200000,21900000,4,17700000,10900000,24500000,7600000,1,3.0416666666666665,60700000,2.771689497716895,0,2
2,0,1,2500000,7200000,16,5500000,3300000,4900000,2800000,0,2.88,16500000,2.2916666666666665,0,0
5,0,1,6900000,15700000,14,13800000,5300000,25200000,4500000,1,2.27536231884058,48800000,3.1082802547770703,2,1
5,1,1,5700000,20500000,16,2800000,1900000,22400000,3900000,0,3.5964912280701755,31000000,1.5121951219512195,0,1
4,1,1,5500000,15100000,18,10500000,8000000,13900000,7200000,1,2.7454545454545456,39600000,2.622516556291391,1,1
4,0,1,9200000,29100000,10,14500000,8300000,35800000,5000000,1,3.1630434782608696,63600000,2.185567010309278,2,2
5,1,1,5700000,11500000,2,15800000,3700000,15600000,5300000,1,2.017543859649123,40400000,3.5130434782608697,2,1
5,1,1,5000000,16400000,14,13000000,9100000,15300000,3300000,0,3.28,40700000,2.481707317073171,1,1
4,0,0,2300000,5500000,6,-100000,4100000,4800000,3200000,0,2.391304347826087,12000000,2.1818181818181817,0,0
0,0,1,3000000,11000000,16,8000000,4500000,6600000,2400000,0,3.6666666666666665,21500000,1.9545454545454544,0,0
0,0,0,7900000,26200000,18,14200000,14700000,27400000,6300000,1,3.316455696202532,62600000,2.3893129770992365,2,2
2,1,0,2000000,6200000,16,4100000,600000,5400000,1300000,1,3.1,11400000,1.8387096774193548,1,0
5,0,0,2700000,8700000,14,2200000,2800000,7600000,3700000,1,3.2222222222222223,16300000,1.8735632183908049,2,0
3,1,1,6400000,15800000,18,6900000,2700000,24800000,5300000,1,2.46875,39700000,2.5126582278481013,1,1
0,0,1,8200000,19100000,2,22900000,8900000,20500000,4000000,1,2.3292682926829267,56300000,2.947643979057592,2,2
1,1,0,2800000,6900000,14,400000,4900000,6800000,4200000,1,2.4642857142857144,16300000,2.36231884057971,1,0
1,0,0,8900000,20000000,2,12700000,600000,17800000,9900000,1,2.247191011235955,41000000,2.05,1,1
1,0,0,5100000,20000000,4,7900000,8900000,20300000,6700000,1,3.92156862745098,43800000,2.19,1,1
3,1,0,2800000,8500000,20,6200000,1700000,7800000,2200000,0,3.0357142857142856,17900000,2.1058823529411765,0,0
2,0,1,6100000,12300000,18,14100000,9100000,12600000,3500000,1,2.0163934426229506,39300000,3.1951219512195124,1,1
2,0,0,8400000,24500000,6,11000000,1300000,22900000,10400000,1,2.9166666666666665,45600000,1.8612244897959185,1,2
1,0,0,1600000,5600000,6,600000,2800000,4600000,1200000,1,3.5,9200000,1.6428571428571428,2,0
5,1,0,4100000,11000000,14,6200000,1700000,8500000,5400000,0,2.682926829268293,21800000,1.981818181818182,0,1
1,0,0,300000,700000,10,0,0,900000,100000,1,2.333333333333333,1000000,1.4285714285714286,2,0
3,1,0,9600000,34500000,20,26100000,2600000,24300000,5300000,0,3.59375,58300000,1.6898550724637682,1,2
4,1,1,8300000,25400000,4,22900000,4000000,24800000,5400000,1,3.060240963855421,57100000,2.248031496062992,1,2
1,1,0,4600000,16700000,16,13000000,6000000,9800000,2800000,0,3.630434782608696,31600000,1.8922155688622757,0,1
3,0,1,5600000,11600000,12,3300000,1800000,18400000,7800000,1,2.071428571428572,31300000,2.6982758620689653,2,1
3,1,1,4100000,8300000,16,6000000,100000,11100000,2200000,0,2.024390243902439,19400000,2.3373493975903616,0,0
3,0,0,3700000,13400000,18,2800000,100000,13200000,2500000,0,3.6216216216216215,18600000,1.388059701492537,0,0
4,0,1,800000,2400000,2,1300000,1300000,2300000,300000,1,3.0,5200000,2.1666666666666665,0,0
4,1,0,8100000,28100000,12,5600000,9200000,17200000,9500000,1,3.469135802469136,41500000,1.4768683274021353,1,2
2,1,1,2700000,9500000,10,2700000,1500000,8100000,1800000,0,3.5185185185185186,14100000,1.4842105263157894,0,0
2,0,1,7000000,21400000,12,3700000,1300000,19800000,9600000,0,3.057142857142857,34400000,1.6074766355140186,1,1
3,0,1,8100000,29300000,2,8100000,15100000,25500000,6400000,1,3.617283950617284,55100000,1.880546075085324,0,2
1,1,0,3200000,7600000,4,3000000,1400000,8100000,4700000,1,2.375,17200000,2.263157894736842,1,0
4,0,1,400000,1400000,10,300000,300000,1500000,200000,1,3.5,2300000,1.6428571428571428,1,0
1,1,0,7800000,23900000,4,2600000,15300000,23000000,10900000,1,3.0641025641025643,51800000,2.1673640167364017,0,2
0,0,0,5800000,19600000,14,8900000,10700000,18000000,7200000,1,3.3793103448275863,44800000,2.2857142857142856,1,1
0,0,1,2600000,6000000,8,1700000,2200000,8200000,1600000,0,2.3076923076923075,13700000,2.283333333333333,0,0
5,0,0,5400000,21100000,12,15800000,10400000,20100000,5400000,1,3.907407407407408,51700000,2.4502369668246446,1,2
3,1,1,600000,1700000,4,400000,100000,2100000,500000,1,2.833333333333333,3100000,1.8235294117647056,1,0
1,1,0,600000,1200000,14,700000,1000000,2200000,800000,0,2.0,4700000,3.9166666666666665,0,0
5,1,1,9500000,21700000,16,27500000,2700000,28500000,9700000,0,2.284210526315789,68400000,3.152073732718894,0,2
4,1,1,1900000,4800000,12,1500000,1600000,5400000,1700000,1,2.526315789473684,10200000,2.125,1,0
1,1,1,9800000,21200000,4,18000000,16400000,37300000,10800000,1,2.163265306122449,82500000,3.891509433962264,2,2
3,1,0,7800000,16600000,20,12400000,10800000,30500000,5500000,1,2.128205128205128,59200000,3.566265060240964,2,2
5,0,0,4900000,14100000,2,3300000,7500000,16100000,2700000,1,2.877551020408163,29600000,2.099290780141844,2,1
3,1,1,8300000,22700000,2,3600000,16000000,18000000,5800000,1,2.7349397590361444,43400000,1.9118942731277533,1,2
4,0,1,3900000,8900000,10,9300000,4000000,9200000,5300000,1,2.282051282051282,27800000,3.1235955056179776,1,1
2,1,0,9000000,35700000,12,15200000,8400000,19500000,9000000,0,3.966666666666667,52100000,1.4593837535014005,0,2
1,0,0,9600000,32400000,20,15400000,18400000,19800000,4700000,0,3.375,58300000,1.7993827160493827,0,2
5,0,1,1000000,2400000,18,1600000,1300000,2600000,600000,1,2.4,6100000,2.5416666666666665,1,0
5,1,0,2800000,7200000,16,900000,5000000,6100000,3200000,0,2.571428571428572,15200000,2.111111111111111,0,0
2,0,0,8300000,20800000,6,19300000,4100000,25400000,6800000,1,2.5060240963855422,55600000,2.673076923076923,1,2
4,0,1,6900000,18300000,18,8200000,600000,15000000,7500000,1,2.652173913043478,31300000,1.710382513661202,2,1
5,0,1,3800000,9100000,18,9000000,4000000,10200000,3000000,1,2.3947368421052637,26200000,2.879120879120879,1,1
2,0,0,8000000,17800000,20,2400000,9700000,27400000,10800000,0,2.225,50300000,2.8258426966292136,1,2
4,1,1,9800000,29700000,4,11100000,5500000,37800000,10000000,1,3.0306122448979598,64400000,2.168350168350168,0,2
0,1,1,2900000,7200000,16,3600000,5700000,7600000,3600000,0,2.4827586206896552,20500000,2.8472222222222223,0,0
4,1,0,7900000,31500000,20,12400000,8500000,21600000,6400000,0,3.9873417721518982,48900000,1.5523809523809524,1,2
3,0,0,4600000,17900000,8,10700000,4000000,12300000,2600000,0,3.891304347826087,29600000,1.6536312849162011,0,1
2,1,0,1000000,3700000,18,2200000,800000,3000000,500000,1,3.7,6500000,1.7567567567567568,2,0
5,1,0,9000000,21300000,14,3400000,7700000,35400000,11000000,1,2.3666666666666667,57500000,2.699530516431925,1,2
0,1,1,9400000,36100000,10,21200000,3800000,27400000,9100000,1,3.8404255319148937,61500000,1.703601108033241,1,2
5,1,1,7400000,23300000,20,15700000,3600000,29100000,6800000,0,3.1486486486486487,55200000,2.369098712446352,0,2
0,1,0,6600000,20100000,16,19200000,7000000,17200000,8400000,0,3.0454545454545454,51800000,2.577114427860697,0,2
0,0,0,1300000,3400000,10,1200000,200000,3500000,1400000,0,2.6153846153846154,6300000,1.8529411764705883,0,0
0,1,1,1100000,3400000,14,3200000,200000,4400000,1600000,1,3.090909090909091,9400000,2.764705882352941,2,0
5,1,0,9200000,34800000,12,22000000,11000000,19800000,12500000,1,3.782608695652174,65300000,1.8764367816091956,2,2
2,1,0,7000000,23900000,18,13400000,6600000,25200000,7200000,1,3.414285714285714,52400000,2.192468619246862,1,2
4,1,0,5100000,18800000,10,6400000,5300000,13500000,4100000,1,3.686274509803922,29300000,1.5585106382978724,1,1
1,0,1,3200000,9300000,20,3800000,3500000,6900000,2300000,1,2.90625,16500000,1.7741935483870968,2,0
1,0,1,3700000,10900000,14,3700000,2800000,13200000,4100000,1,2.945945945945946,23800000,2.18348623853211,2,0
5,1,0,3600000,12800000,4,2500000,2900000,12600000,2900000,1,3.555555555555556,20900000,1.6328125,0,1
1,1,0,5600000,11700000,10,11000000,4300000,13100000,6500000,1,2.0892857142857144,34900000,2.982905982905983,2,1
0,0,1,9500000,32000000,2,8300000,9700000,24500000,5600000,1,3.3684210526315788,48100000,1.503125,0,2
4,0,0,1500000,4000000,18,0,2700000,4400000,1700000,1,2.6666666666666665,8800000,2.2,2,0
4,0,0,7400000,18300000,10,16400000,12600000,28800000,6100000,1,2.472972972972973,63900000,3.4918032786885247,1,2
2,1,0,6000000,17400000,16,1800000,2100000,20200000,3500000,1,2.9,27600000,1.5862068965517242,2,1
0,1,1,3000000,9600000,6,3900000,700000,10500000,3000000,1,3.2,18100000,1.8854166666666667,1,0
4,1,1,6000000,12900000,14,700000,1600000,13600000,4100000,1,2.15,20000000,1.550387596899225,2,1
5,1,1,600000,1500000,12,1600000,100000,1900000,800000,0,2.5,4400000,2.933333333333333,1,0
0,1,0,1800000,6600000,4,2400000,100000,4600000,1400000,1,3.6666666666666665,8500000,1.2878787878787878,2,0
2,1,1,5500000,12000000,2,7200000,4700000,11500000,7000000,1,2.1818181818181817,30400000,2.533333333333333,1,1
1,1,0,1000000,2100000,6,2200000,1000000,2200000,1100000,1,2.1,6500000,3.095238095238096,2,0
2,0,1,1700000,3500000,10,5000000,2400000,3400000,1700000,1,2.0588235294117645,12500000,3.571428571428572,2,0
1,1,1,3400000,12300000,8,6100000,4700000,8300000,2600000,0,3.6176470588235294,21700000,1.7642276422764227,1,0
1,1,1,9600000,35900000,8,24500000,17700000,31900000,5400000,0,3.7395833333333335,79500000,2.214484679665738,1,2
0,0,1,2600000,7600000,18,700000,700000,5500000,2900000,0,2.923076923076923,9800000,1.2894736842105263,0,0
1,1,0,1600000,3500000,18,3200000,100000,6300000,1500000,1,2.1875,11100000,3.1714285714285717,1,0
0,1,1,4300000,12800000,20,8600000,2200000,11000000,6100000,1,2.976744186046512,27900000,2.1796875,1,1
3,1,0,1400000,3500000,16,2600000,2200000,2900000,1600000,0,2.5,9300000,2.657142857142857,0,0
0,0,0,8000000,18000000,16,13900000,10300000,23400000,10600000,1,2.25,58200000,3.2333333333333334,2,2
4,0,1,5000000,18100000,12,5200000,2000000,14500000,6100000,0,3.62,27800000,1.5359116022099448,0,1
5,1,0,4500000,10200000,12,2900000,8600000,17500000,4200000,1,2.2666666666666666,33200000,3.2549019607843137,2,1
1,1,0,3400000,9900000,2,3900000,4800000,10600000,4500000,1,2.911764705882353,23800000,2.404040404040404,2,1
5,1,1,5700000,12800000,14,13600000,1000000,13200000,5500000,0,2.245614035087719,33300000,2.6015625,0,1
2,0,1,2600000,7600000,10,6800000,2800000,10100000,3200000,0,2.923076923076923,22900000,3.013157894736842,0,0
0,1,1,4500000,12200000,20,11200000,5000000,12700000,2400000,0,2.7111111111111112,31300000,2.565573770491804,0,1
2,0,1,5100000,16800000,2,6400000,2700000,17100000,4400000,1,3.294117647058824,30600000,1.8214285714285716,1,1
4,0,1,5100000,18600000,20,9600000,6000000,16500000,5500000,0,3.647058823529412,37600000,2.021505376344086,0,1
5,1,1,1700000,6500000,14,1100000,1000000,6400000,1500000,1,3.823529411764706,10000000,1.5384615384615383,1,0
1,0,0,5200000,10500000,20,3000000,8000000,19300000,5300000,0,2.019230769230769,35600000,3.3904761904761904,0,1
4,0,0,8400000,29000000,2,12700000,1100000,20100000,6700000,1,3.452380952380953,40600000,1.4,0,1
1,0,1,9000000,34000000,16,6300000,16900000,22900000,5800000,1,3.7777777777777777,51900000,1.526470588235294,2,2
4,1,1,3400000,11800000,20,5000000,3300000,9900000,2900000,1,3.4705882352941178,21100000,1.7881355932203389,1,0
1,0,0,5400000,19400000,8,800000,6100000,19500000,3000000,1,3.592592592592593,29400000,1.5154639175257731,2,1
0,1,1,700000,2100000,12,200000,1300000,2200000,500000,1,3.0,4200000,2.0,2,0
2,1,0,7600000,24800000,12,14000000,6200000,24700000,6700000,1,3.263157894736842,51600000,2.0806451612903225,1,2
2,0,0,5000000,14700000,12,2200000,7200000,11700000,4800000,1,2.94,25900000,1.761904761904762,2,1
5,0,1,2500000,9400000,16,0,2200000,9500000,1700000,1,3.76,13400000,1.425531914893617,2,0
4,0,1,2000000,5200000,16,5200000,3800000,4600000,2800000,1,2.6,16400000,3.1538461538461537,2,0
5,0,0,9000000,23900000,12,5700000,4600000,32100000,6100000,1,2.6555555555555554,48500000,2.0292887029288704,1,2
5,1,0,8300000,31800000,16,24600000,11100000,26300000,8500000,1,3.8313253012048194,70500000,2.2169811320754715,2,2
0,0,1,3100000,8500000,8,1700000,4600000,11000000,3300000,1,2.7419354838709675,20600000,2.4235294117647057,1,0
2,1,1,8500000,25600000,16,11400000,14800000,17200000,5700000,1,3.011764705882353,49100000,1.91796875,2,2
2,1,1,1200000,4600000,20,3600000,1500000,4600000,600000,1,3.8333333333333335,10300000,2.239130434782609,1,0
4,1,1,2800000,5500000,8,6900000,4000000,6000000,3300000,1,1.9642857142857144,20200000,3.672727272727273,2,0
5,1,1,2800000,10900000,6,5000000,3300000,7600000,3000000,0,3.892857142857143,18900000,1.7339449541284404,0,0
5,1,1,6500000,24100000,6,14100000,9600000,15300000,5200000,0,3.707692307692308,44200000,1.83402489626556,0,1
4,1,0,8700000,25200000,18,25000000,9100000,18400000,8400000,1,2.896551724137931,60900000,2.4166666666666665,2,2
1,0,1,5400000,13600000,4,11600000,8700000,19900000,5600000,1,2.5185185185185186,45800000,3.367647058823529,2,1
2,0,0,8600000,33300000,16,19600000,11200000,25500000,11200000,0,3.872093023255814,67500000,2.027027027027027,0,2
3,1,0,4700000,9600000,10,5200000,7200000,12000000,5300000,0,2.042553191489361,29700000,3.09375,1,1
5,0,1,1100000,3900000,4,1100000,200000,3400000,900000,1,3.5454545454545454,5600000,1.435897435897436,2,0
0,1,0,6400000,14000000,8,5100000,12700000,23900000,3700000,0,2.1875,45400000,3.242857142857143,0,1
0,1,0,4300000,9900000,4,12400000,2100000,17000000,2100000,1,2.302325581395349,33600000,3.393939393939394,1,1
5,0,1,2900000,11100000,4,1700000,3900000,9400000,3300000,1,3.827586206896552,18300000,1.648648648648649,1,0
5,0,0,9600000,27100000,8,25500000,4600000,26800000,13300000,1,2.8229166666666665,70200000,2.5904059040590406,1,2
3,0,1,900000,2500000,20,900000,300000,3200000,700000,0,2.7777777777777777,5100000,2.04,1,0
5,0,0,8100000,26300000,4,3600000,8500000,22200000,6900000,1,3.246913580246914,41200000,1.5665399239543727,0,1
0,0,1,8800000,25000000,4,11300000,4000000,23600000,9400000,0,2.840909090909091,48300000,1.932,0,2
0,1,0,8800000,17500000,4,25400000,8200000,31600000,5100000,1,1.9886363636363635,70300000,4.017142857142857,2,2
1,0,0,6400000,21500000,6,1600000,4600000,17600000,8900000,0,3.359375,32700000,1.5209302325581395,0,1
2,1,0,2900000,6600000,10,8600000,2200000,7400000,3400000,0,2.2758620689655173,21600000,3.272727272727273,0,0
5,1,0,1600000,6100000,8,3900000,800000,6400000,1200000,1,3.8125,12300000,2.0163934426229506,1,0
1,0,0,1600000,5100000,18,2500000,2000000,6200000,900000,1,3.1875,11600000,2.2745098039215685,2,0
2,1,1,3100000,10700000,4,3100000,3000000,7400000,2000000,1,3.4516129032258065,15500000,1.4485981308411215,0,0
2,0,1,5600000,16700000,14,400000,10200000,14700000,5200000,1,2.982142857142857,30500000,1.8263473053892216,2,1
3,1,1,8100000,19900000,20,22800000,14400000,29800000,5500000,0,2.45679012345679,72500000,3.64321608040201,0,2
3,0,0,9100000,19300000,12,26200000,7700000,30100000,13300000,1,2.120879120879121,77300000,4.005181347150259,1,2
0,1,1,5500000,17100000,8,400000,200000,17100000,5200000,0,3.109090909090909,22900000,1.3391812865497077,0,1
1,1,1,9700000,34300000,20,15700000,18500000,26800000,14100000,1,3.536082474226804,75100000,2.1895043731778427,2,2
4,1,0,2300000,5400000,16,6200000,3700000,5500000,2100000,0,2.347826086956522,17500000,3.240740740740741,0,0
1,0,1,5600000,18000000,10,6500000,9000000,19800000,8400000,0,3.2142857142857144,43700000,2.4277777777777776,1,1
2,0,1,4500000,16600000,4,10300000,3100000,11700000,5000000,1,3.688888888888889,30100000,1.813253012048193,1,1
1,1,1,500000,1800000,8,100000,200000,1100000,600000,1,3.6,2000000,1.1111111111111112,2,0
0,1,0,4200000,11000000,20,6700000,2400000,11700000,6100000,1,2.619047619047619,26900000,2.4454545454545453,2,1
1,0,0,9100000,23300000,18,800000,12600000,32100000,12400000,1,2.56043956043956,57900000,2.484978540772532,2,2
4,1,1,3200000,12800000,18,6300000,3400000,7600000,2100000,1,4.0,19400000,1.515625,1,0
4,1,1,6200000,21300000,16,11800000,3500000,12900000,4100000,1,3.435483870967742,32300000,1.516431924882629,2,1
3,0,1,2500000,7700000,10,4500000,400000,8000000,2600000,1,3.08,15500000,2.012987012987013,2,0
0,1,0,9100000,27100000,12,24300000,2900000,34800000,9500000,1,2.978021978021978,71500000,2.6383763837638377,2,2
3,1,1,500000,900000,12,0,700000,1500000,300000,0,1.8,2500000,2.7777777777777777,1,0
4,0,0,6900000,18000000,8,16400000,9300000,18300000,8700000,0,2.608695652173913,52700000,2.9277777777777776,0,2
0,1,1,1800000,5200000,16,4900000,1500000,4000000,1300000,0,2.888888888888889,11700000,2.25,0,0
0,1,1,4000000,14500000,2,6200000,4900000,12200000,4700000,1,3.625,28000000,1.9310344827586208,2,1
1,0,0,3900000,12300000,10,1000000,700000,11700000,2400000,1,3.1538461538461537,15800000,1.2845528455284554,1,0
2,0,1,8000000,28100000,18,24000000,10500000,17700000,8200000,1,3.5125,60400000,2.1494661921708187,2,2
5,1,0,900000,3200000,10,1600000,1700000,2300000,800000,1,3.555555555555556,6400000,2.0,2,0
0,1,1,8200000,29700000,6,3900000,800000,23900000,5700000,0,3.6219512195121952,34300000,1.1548821548821548,0,1
5,1,0,2300000,4900000,4,6200000,3900000,9200000,2000000,0,2.130434782608696,21300000,4.346938775510204,1,0
5,1,1,6900000,19400000,6,10100000,9400000,17000000,5500000,1,2.8115942028985508,42000000,2.1649484536082477,2,1
3,0,0,8800000,30700000,12,15000000,100000,32800000,8000000,1,3.488636363636364,55900000,1.8208469055374592,2,2
1,1,0,2600000,7200000,8,5900000,1400000,9400000,3000000,0,2.769230769230769,19700000,2.736111111111111,0,0
1,1,0,3700000,8700000,20,6200000,3500000,10900000,2600000,1,2.3513513513513518,23200000,2.6666666666666665,2,0
2,1,1,6200000,23800000,4,2900000,7500000,21300000,3300000,1,3.838709677419355,35000000,1.4705882352941178,0,1
3,1,1,1000000,2600000,6,2900000,1700000,3600000,1100000,0,2.6,9300000,3.576923076923077,0,0
