no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
5,0,0,2700000,8700000,14,772,2200000,2800000,7600000,3700000,1,3.2222222222222223,16300000,1.8735632183908046,2
3,1,1,6400000,15800000,18,628,6900000,2700000,24800000,5300000,1,2.46875,39700000,2.5126582278481013,1
0,0,1,8200000,19100000,2,764,22900000,8900000,20500000,4000000,1,2.3292682926829267,56300000,2.9476439790575917,2
1,1,0,2800000,6900000,14,553,400000,4900000,6800000,4200000,1,2.4642857142857144,16300000,2.36231884057971,1
1,0,0,8900000,20000000,2,653,12700000,600000,17800000,9900000,1,2.247191011235955,41000000,2.05,1
1,0,0,5100000,20000000,4,506,7900000,8900000,20300000,6700000,1,3.9215686274509802,43800000,2.19,1
3,1,0,2800000,8500000,20,431,6200000,1700000,7800000,2200000,0,3.0357142857142856,17900000,2.1058823529411765,0
2,0,1,6100000,12300000,18,697,14100000,9100000,12600000,3500000,1,2.0163934426229506,39300000,3.1951219512195124,1
2,0,0,8400000,24500000,6,588,11000000,1300000,22900000,10400000,1,2.9166666666666665,45600000,1.8612244897959183,1
1,0,0,1600000,5600000,6,846,600000,2800000,4600000,1200000,1,3.5,9200000,1.6428571428571428,2
5,1,0,4100000,11000000,14,379,6200000,1700000,8500000,5400000,0,2.682926829268293,21800000,1.981818181818182,0
1,0,0,300000,700000,10,745,0,0,900000,100000,1,2.3333333333333335,1000000,1.4285714285714286,2
3,1,0,9600000,34500000,20,523,26100000,2600000,24300000,5300000,0,3.59375,58300000,1.6898550724637682,1
4,1,1,8300000,25400000,4,624,22900000,4000000,24800000,5400000,1,3.0602409638554215,57100000,2.248031496062992,1
1,1,0,4600000,16700000,16,407,13000000,6000000,9800000,2800000,0,3.630434782608696,31600000,1.8922155688622755,0
3,0,1,5600000,11600000,12,756,3300000,1800000,18400000,7800000,1,2.0714285714285716,31300000,2.6982758620689653,2
3,1,1,4100000,8300000,16,351,6000000,100000,11100000,2200000,0,2.024390243902439,19400000,2.3373493975903616,0
3,0,0,3700000,13400000,18,373,2800000,100000,13200000,2500000,0,3.6216216216216215,18600000,1.3880597014925373,0
4,0,1,800000,2400000,2,461,1300000,1300000,2300000,300000,1,3.0,5200000,2.1666666666666665,0
4,1,0,8100000,28100000,12,672,5600000,9200000,17200000,9500000,1,3.4691358024691357,41500000,1.4768683274021353,1
2,1,1,2700000,9500000,10,434,2700000,1500000,8100000,1800000,0,3.5185185185185186,14100000,1.4842105263157894,0
2,0,1,7000000,21400000,12,541,3700000,1300000,19800000,9600000,0,3.057142857142857,34400000,1.6074766355140186,1
3,0,1,8100000,29300000,2,413,8100000,15100000,25500000,6400000,1,3.617283950617284,55100000,1.8805460750853242,0
1,1,0,3200000,7600000,4,592,3000000,1400000,8100000,4700000,1,2.375,17200000,2.263157894736842,1
4,0,1,400000,1400000,10,665,300000,300000,1500000,200000,1,3.5,2300000,1.6428571428571428,1
1,1,0,7800000,23900000,4,313,2600000,15300000,23000000,10900000,1,3.0641025641025643,51800000,2.1673640167364017,0
0,0,0,5800000,19600000,14,673,8900000,10700000,18000000,7200000,1,3.3793103448275863,44800000,2.2857142857142856,1
0,0,1,2600000,6000000,8,382,1700000,2200000,8200000,1600000,0,2.3076923076923075,13700000,2.283333333333333,0
5,0,0,5400000,21100000,12,661,15800000,10400000,20100000,5400000,1,3.9074074074074074,51700000,2.4502369668246446,1
3,1,1,600000,1700000,4,576,400000,100000,2100000,500000,1,2.8333333333333335,3100000,1.8235294117647058,1
1,1,0,600000,1200000,14,443,700000,1000000,2200000,800000,0,2.0,4700000,3.9166666666666665,0
5,1,1,9500000,21700000,16,307,27500000,2700000,28500000,9700000,0,2.2842105263157895,68400000,3.152073732718894,0
4,1,1,1900000,4800000,12,656,1500000,1600000,5400000,1700000,1,2.526315789473684,10200000,2.125,1
1,1,1,9800000,21200000,4,885,18000000,16400000,37300000,10800000,1,2.163265306122449,82500000,3.891509433962264,2
3,1,0,7800000,16600000,20,896,12400000,10800000,30500000,5500000,1,2.128205128205128,59200000,3.566265060240964,2
5,0,0,4900000,14100000,2,802,3300000,7500000,16100000,2700000,1,2.877551020408163,29600000,2.099290780141844,2
3,1,1,8300000,22700000,2,650,3600000,16000000,18000000,5800000,1,2.7349397590361444,43400000,1.9118942731277533,1
4,0,1,3900000,8900000,10,665,9300000,4000000,9200000,5300000,1,2.282051282051282,27800000,3.1235955056179776,1
2,1,0,9000000,35700000,12,339,15200000,8400000,19500000,9000000,0,3.966666666666667,52100000,1.4593837535014005,0
1,0,0,9600000,32400000,20,447,15400000,18400000,19800000,4700000,0,3.375,58300000,1.7993827160493827,0
5,0,1,1000000,2400000,18,613,1600000,1300000,2600000,600000,1,2.4,6100000,2.5416666666666665,1
5,1,0,2800000,7200000,16,424,900000,5000000,6100000,3200000,0,2.5714285714285716,15200000,2.111111111111111,0
2,0,0,8300000,20800000,6,667,19300000,4100000,25400000,6800000,1,2.5060240963855422,55600000,2.673076923076923,1
4,0,1,6900000,18300000,18,715,8200000,600000,15000000,7500000,1,2.652173913043478,31300000,1.710382513661202,2
5,0,1,3800000,9100000,18,654,9000000,4000000,10200000,3000000,1,2.3947368421052633,26200000,2.879120879120879,1
2,0,0,8000000,17800000,20,549,2400000,9700000,27400000,10800000,0,2.225,50300000,2.8258426966292136,1
4,1,1,9800000,29700000,4,373,11100000,5500000,37800000,10000000,1,3.0306122448979593,64400000,2.1683501683501682,0
0,1,1,2900000,7200000,16,332,3600000,5700000,7600000,3600000,0,2.4827586206896552,20500000,2.8472222222222223,0
4,1,0,7900000,31500000,20,534,12400000,8500000,21600000,6400000,0,3.9873417721518987,48900000,1.5523809523809524,1
3,0,0,4600000,17900000,8,396,10700000,4000000,12300000,2600000,0,3.891304347826087,29600000,1.6536312849162011,0
2,1,0,1000000,3700000,18,892,2200000,800000,3000000,500000,1,3.7,6500000,1.7567567567567568,2
5,1,0,9000000,21300000,14,602,3400000,7700000,35400000,11000000,1,2.3666666666666667,57500000,2.699530516431925,1
0,1,1,9400000,36100000,10,615,21200000,3800000,27400000,9100000,1,3.8404255319148937,61500000,1.703601108033241,1
5,1,1,7400000,23300000,20,482,15700000,3600000,29100000,6800000,0,3.1486486486486487,55200000,2.369098712446352,0
0,1,0,6600000,20100000,16,397,19200000,7000000,17200000,8400000,0,3.0454545454545454,51800000,2.5771144278606966,0
0,0,0,1300000,3400000,10,464,1200000,200000,3500000,1400000,0,2.6153846153846154,6300000,1.8529411764705883,0
0,1,1,1100000,3400000,14,832,3200000,200000,4400000,1600000,1,3.090909090909091,9400000,2.764705882352941,2
5,1,0,9200000,34800000,12,802,22000000,11000000,19800000,12500000,1,3.782608695652174,65300000,1.8764367816091954,2
2,1,0,7000000,23900000,18,628,13400000,6600000,25200000,7200000,1,3.414285714285714,52400000,2.192468619246862,1
4,1,0,5100000,18800000,10,694,6400000,5300000,13500000,4100000,1,3.6862745098039214,29300000,1.5585106382978724,1
1,0,1,3200000,9300000,20,741,3800000,3500000,6900000,2300000,1,2.90625,16500000,1.7741935483870968,2
1,0,1,3700000,10900000,14,748,3700000,2800000,13200000,4100000,1,2.945945945945946,23800000,2.18348623853211,2
5,1,0,3600000,12800000,4,320,2500000,2900000,12600000,2900000,1,3.5555555555555554,20900000,1.6328125,0
1,1,0,5600000,11700000,10,774,11000000,4300000,13100000,6500000,1,2.0892857142857144,34900000,2.982905982905983,2
0,0,1,9500000,32000000,2,500,8300000,9700000,24500000,5600000,1,3.3684210526315788,48100000,1.503125,0
4,0,0,1500000,4000000,18,706,0,2700000,4400000,1700000,1,2.6666666666666665,8800000,2.2,2
4,0,0,7400000,18300000,10,601,16400000,12600000,28800000,6100000,1,2.472972972972973,63900000,3.4918032786885247,1
2,1,0,6000000,17400000,16,806,1800000,2100000,20200000,3500000,1,2.9,27600000,1.5862068965517242,2
0,1,1,3000000,9600000,6,644,3900000,700000,10500000,3000000,1,3.2,18100000,1.8854166666666667,1
4,1,1,6000000,12900000,14,723,700000,1600000,13600000,4100000,1,2.15,20000000,1.550387596899225,2
5,1,1,600000,1500000,12,509,1600000,100000,1900000,800000,0,2.5,4400000,2.933333333333333,1
0,1,0,1800000,6600000,4,898,2400000,100000,4600000,1400000,1,3.6666666666666665,8500000,1.2878787878787878,2
2,1,1,5500000,12000000,2,567,7200000,4700000,11500000,7000000,1,2.1818181818181817,30400000,2.533333333333333,1
1,1,0,1000000,2100000,6,715,2200000,1000000,2200000,1100000,1,2.1,6500000,3.0952380952380953,2
2,0,1,1700000,3500000,10,854,5000000,2400000,3400000,1700000,1,2.0588235294117645,12500000,3.5714285714285716,2
1,1,1,3400000,12300000,8,523,6100000,4700000,8300000,2600000,0,3.6176470588235294,21700000,1.7642276422764227,1
1,1,1,9600000,35900000,8,534,24500000,17700000,31900000,5400000,0,3.7395833333333335,79500000,2.214484679665738,1
0,0,1,2600000,7600000,18,470,700000,700000,5500000,2900000,0,2.923076923076923,9800000,1.2894736842105263,0
1,1,0,1600000,3500000,18,619,3200000,100000,6300000,1500000,1,2.1875,11100000,3.1714285714285713,1
0,1,1,4300000,12800000,20,572,8600000,2200000,11000000,6100000,1,2.9767441860465116,27900000,2.1796875,1
3,1,0,1400000,3500000,16,365,2600000,2200000,2900000,1600000,0,2.5,9300000,2.657142857142857,0
0,0,0,8000000,18000000,16,791,13900000,10300000,23400000,10600000,1,2.25,58200000,3.2333333333333334,2
4,0,1,5000000,18100000,12,424,5200000,2000000,14500000,6100000,0,3.62,27800000,1.5359116022099448,0
5,1,0,4500000,10200000,12,726,2900000,8600000,17500000,4200000,1,2.2666666666666666,33200000,3.2549019607843137,2
1,1,0,3400000,9900000,2,736,3900000,4800000,10600000,4500000,1,2.911764705882353,23800000,2.404040404040404,2
5,1,1,5700000,12800000,14,488,13600000,1000000,13200000,5500000,0,2.245614035087719,33300000,2.6015625,0
2,0,1,2600000,7600000,10,400,6800000,2800000,10100000,3200000,0,2.923076923076923,22900000,3.013157894736842,0
0,1,1,4500000,12200000,20,311,11200000,5000000,12700000,2400000,0,2.7111111111111112,31300000,2.5655737704918034,0
2,0,1,5100000,16800000,2,504,6400000,2700000,17100000,4400000,1,3.2941176470588234,30600000,1.8214285714285714,1
4,0,1,5100000,18600000,20,312,9600000,6000000,16500000,5500000,0,3.6470588235294117,37600000,2.021505376344086,0
5,1,1,1700000,6500000,14,587,1100000,1000000,6400000,1500000,1,3.823529411764706,10000000,1.5384615384615385,1
1,0,0,5200000,10500000,20,317,3000000,8000000,19300000,5300000,0,2.019230769230769,35600000,3.3904761904761904,0
4,0,0,8400000,29000000,2,463,12700000,1100000,20100000,6700000,1,3.4523809523809526,40600000,1.4,0
1,0,1,9000000,34000000,16,842,6300000,16900000,22900000,5800000,1,3.7777777777777777,51900000,1.526470588235294,2
4,1,1,3400000,11800000,20,616,5000000,3300000,9900000,2900000,1,3.4705882352941178,21100000,1.7881355932203389,1
1,0,0,5400000,19400000,8,800,800000,6100000,19500000,3000000,1,3.5925925925925926,29400000,1.5154639175257731,2
0,1,1,700000,2100000,12,813,200000,1300000,2200000,500000,1,3.0,4200000,2.0,2
2,1,0,7600000,24800000,12,564,14000000,6200000,24700000,6700000,1,3.263157894736842,51600000,2.0806451612903225,1
2,0,0,5000000,14700000,12,837,2200000,7200000,11700000,4800000,1,2.94,25900000,1.7619047619047619,2
5,0,1,2500000,9400000,16,735,0,2200000,9500000,1700000,1,3.76,13400000,1.425531914893617,2
4,0,1,2000000,5200000,16,724,5200000,3800000,4600000,2800000,1,2.6,16400000,3.1538461538461537,2
5,0,0,9000000,23900000,12,658,5700000,4600000,32100000,6100000,1,2.6555555555555554,48500000,2.0292887029288704,1
5,1,0,8300000,31800000,16,858,24600000,11100000,26300000,8500000,1,3.8313253012048194,70500000,2.2169811320754715,2
0,0,1,3100000,8500000,8,614,1700000,4600000,11000000,3300000,1,2.7419354838709675,20600000,2.4235294117647057,1
2,1,1,8500000,25600000,16,714,11400000,14800000,17200000,5700000,1,3.011764705882353,49100000,1.91796875,2
2,1,1,1200000,4600000,20,605,3600000,1500000,4600000,600000,1,3.8333333333333335,10300000,2.239130434782609,1
4,1,1,2800000,5500000,8,875,6900000,4000000,6000000,3300000,1,1.9642857142857142,20200000,3.672727272727273,2
5,1,1,2800000,10900000,6,359,5000000,3300000,7600000,3000000,0,3.892857142857143,18900000,1.7339449541284404,0
5,1,1,6500000,24100000,6,441,14100000,9600000,15300000,5200000,0,3.707692307692308,44200000,1.83402489626556,0
4,1,0,8700000,25200000,18,790,25000000,9100000,18400000,8400000,1,2.896551724137931,60900000,2.4166666666666665,2
1,0,1,5400000,13600000,4,821,11600000,8700000,19900000,5600000,1,2.5185185185185186,45800000,3.3676470588235294,2
2,0,0,8600000,33300000,16,375,19600000,11200000,25500000,11200000,0,3.872093023255814,67500000,2.027027027027027,0
3,1,0,4700000,9600000,10,545,5200000,7200000,12000000,5300000,0,2.0425531914893615,29700000,3.09375,1
5,0,1,1100000,3900000,4,891,1100000,200000,3400000,900000,1,3.5454545454545454,5600000,1.435897435897436,2
0,1,0,6400000,14000000,8,486,5100000,12700000,23900000,3700000,0,2.1875,45400000,3.242857142857143,0
0,1,0,4300000,9900000,4,696,12400000,2100000,17000000,2100000,1,2.302325581395349,33600000,3.393939393939394,1
5,0,1,2900000,11100000,4,683,1700000,3900000,9400000,3300000,1,3.8275862068965516,18300000,1.6486486486486487,1
5,0,0,9600000,27100000,8,594,25500000,4600000,26800000,13300000,1,2.8229166666666665,70200000,2.5904059040590406,1
3,0,1,900000,2500000,20,529,900000,300000,3200000,700000,0,2.7777777777777777,5100000,2.04,1
5,0,0,8100000,26300000,4,429,3600000,8500000,22200000,6900000,1,3.246913580246914,41200000,1.5665399239543727,0
0,0,1,8800000,25000000,4,400,11300000,4000000,23600000,9400000,0,2.840909090909091,48300000,1.932,0
0,1,0,8800000,17500000,4,848,25400000,8200000,31600000,5100000,1,1.9886363636363635,70300000,4.017142857142857,2
1,0,0,6400000,21500000,6,489,1600000,4600000,17600000,8900000,0,3.359375,32700000,1.5209302325581395,0
2,1,0,2900000,6600000,10,326,8600000,2200000,7400000,3400000,0,2.2758620689655173,21600000,3.272727272727273,0
5,1,0,1600000,6100000,8,663,3900000,800000,6400000,1200000,1,3.8125,12300000,2.0163934426229506,1
1,0,0,1600000,5100000,18,729,2500000,2000000,6200000,900000,1,3.1875,11600000,2.2745098039215685,2
2,1,1,3100000,10700000,4,398,3100000,3000000,7400000,2000000,1,3.4516129032258065,15500000,1.4485981308411215,0
2,0,1,5600000,16700000,14,856,400000,10200000,14700000,5200000,1,2.982142857142857,30500000,1.8263473053892216,2
3,1,1,8100000,19900000,20,347,22800000,14400000,29800000,5500000,0,2.45679012345679,72500000,3.64321608040201,0
3,0,0,9100000,19300000,12,696,26200000,7700000,30100000,13300000,1,2.120879120879121,77300000,4.005181347150259,1
0,1,1,5500000,17100000,8,353,400000,200000,17100000,5200000,0,3.109090909090909,22900000,1.3391812865497077,0
1,1,1,9700000,34300000,20,756,15700000,18500000,26800000,14100000,1,3.536082474226804,75100000,2.1895043731778427,2
4,1,0,2300000,5400000,16,490,6200000,3700000,5500000,2100000,0,2.347826086956522,17500000,3.240740740740741,0
1,0,1,5600000,18000000,10,531,6500000,9000000,19800000,8400000,0,3.2142857142857144,43700000,2.4277777777777776,1
2,0,1,4500000,16600000,4,679,10300000,3100000,11700000,5000000,1,3.688888888888889,30100000,1.8132530120481927,1
1,1,1,500000,1800000,8,877,100000,200000,1100000,600000,1,3.6,2000000,1.1111111111111112,2
0,1,0,4200000,11000000,20,817,6700000,2400000,11700000,6100000,1,2.619047619047619,26900000,2.4454545454545453,2
1,0,0,9100000,23300000,18,792,800000,12600000,32100000,12400000,1,2.5604395604395602,57900000,2.484978540772532,2
4,1,1,3200000,12800000,18,664,6300000,3400000,7600000,2100000,1,4.0,19400000,1.515625,1
4,1,1,6200000,21300000,16,882,11800000,3500000,12900000,4100000,1,3.435483870967742,32300000,1.516431924882629,2
3,0,1,2500000,7700000,10,768,4500000,400000,8000000,2600000,1,3.08,15500000,2.012987012987013,2
0,1,0,9100000,27100000,12,787,24300000,2900000,34800000,9500000,1,2.978021978021978,71500000,2.6383763837638377,2
3,1,1,500000,900000,12,538,0,700000,1500000,300000,0,1.8,2500000,2.7777777777777777,1
4,0,0,6900000,18000000,8,347,16400000,9300000,18300000,8700000,0,2.608695652173913,52700000,2.9277777777777776,0
0,1,1,1800000,5200000,16,317,4900000,1500000,4000000,1300000,0,2.888888888888889,11700000,2.25,0
0,1,1,4000000,14500000,2,713,6200000,4900000,12200000,4700000,1,3.625,28000000,1.9310344827586208,2
1,0,0,3900000,12300000,10,683,1000000,700000,11700000,2400000,1,3.1538461538461537,15800000,1.2845528455284554,1
2,0,1,8000000,28100000,18,765,24000000,10500000,17700000,8200000,1,3.5125,60400000,2.1494661921708187,2
5,1,0,900000,3200000,10,803,1600000,1700000,2300000,800000,1,3.5555555555555554,6400000,2.0,2
0,1,1,8200000,29700000,6,405,3900000,800000,23900000,5700000,0,3.6219512195121952,34300000,1.1548821548821548,0
5,1,0,2300000,4900000,4,529,6200000,3900000,9200000,2000000,0,2.130434782608696,21300000,4.346938775510204,1
5,1,1,6900000,19400000,6,801,10100000,9400000,17000000,5500000,1,2.8115942028985508,42000000,2.1649484536082473,2
3,0,0,8800000,30700000,12,707,15000000,100000,32800000,8000000,1,3.4886363636363638,55900000,1.8208469055374592,2
1,1,0,2600000,7200000,8,349,5900000,1400000,9400000,3000000,0,2.769230769230769,19700000,2.736111111111111,0
1,1,0,3700000,8700000,20,885,6200000,3500000,10900000,2600000,1,2.3513513513513513,23200000,2.6666666666666665,2
2,1,1,6200000,23800000,4,489,2900000,7500000,21300000,3300000,1,3.838709677419355,35000000,1.4705882352941178,0
3,1,1,1000000,2600000,6,341,2900000,1700000,3600000,1100000,0,2.6,9300000,3.576923076923077,0
1,0,0,6000000,20000000,12,637,10800000,4300000,20000000,8600000,1,3.3333333333333335,43700000,2.185,1
1,0,1,9100000,31400000,4,304,14100000,16700000,30200000,9600000,1,3.4505494505494507,70600000,2.248407643312102,0
1,1,0,1700000,6700000,16,537,4300000,2900000,3500000,1100000,0,3.9411764705882355,11800000,1.7611940298507462,1
5,0,1,1700000,4600000,12,503,900000,2200000,4800000,1200000,0,2.7058823529411766,9100000,1.9782608695652173,1
1,1,0,7100000,14300000,12,720,4600000,500000,27300000,8400000,1,2.0140845070422535,40800000,2.8531468531468533,2
5,1,0,9400000,36800000,10,509,20700000,7400000,22400000,6300000,0,3.9148936170212765,56800000,1.5434782608695652,1
5,0,0,6200000,16400000,6,360,900000,7200000,22400000,6300000,0,2.6451612903225805,36800000,2.2439024390243905,0
1,1,0,8300000,31800000,16,818,23400000,7400000,32200000,8500000,1,3.8313253012048194,71500000,2.248427672955975,2
1,1,1,8900000,21200000,8,716,5400000,9200000,23800000,7900000,1,2.3820224719101124,46300000,2.1839622641509435,2
1,1,1,6500000,14800000,12,360,3500000,2100000,15000000,7300000,0,2.276923076923077,27900000,1.885135135135135,0
3,1,1,8100000,26700000,10,895,5100000,9800000,17100000,9900000,1,3.2962962962962963,41900000,1.5692883895131087,2
2,0,0,4900000,13500000,8,328,10500000,8100000,18300000,3400000,0,2.7551020408163267,40300000,2.9851851851851854,0
4,1,0,9100000,26600000,2,812,23300000,11900000,33100000,10400000,1,2.923076923076923,78700000,2.9586466165413534,2
3,1,1,9000000,33100000,16,456,23800000,7000000,26000000,7100000,0,3.6777777777777776,63900000,1.9305135951661632,0
4,1,1,1300000,3900000,16,566,700000,200000,3400000,1600000,1,3.0,5900000,1.5128205128205128,1
1,0,0,6700000,25000000,20,598,5300000,12900000,13600000,7000000,1,3.7313432835820897,38800000,1.552,1
5,0,0,3200000,9300000,6,656,7000000,3200000,12700000,4200000,1,2.90625,27100000,2.913978494623656,1
0,0,0,7500000,28700000,2,895,2000000,4100000,21500000,7200000,1,3.8266666666666667,34800000,1.2125435540069687,2
3,1,0,4900000,12800000,14,653,7300000,1000000,13000000,7200000,1,2.6122448979591835,28500000,2.2265625,1
1,0,1,700000,1800000,16,641,2100000,400000,1600000,900000,1,2.5714285714285716,5000000,2.7777777777777777,1
2,1,0,6400000,16500000,8,544,12100000,6300000,15200000,5400000,0,2.578125,39000000,2.3636363636363638,1
0,0,1,3900000,14100000,20,811,5700000,3600000,10500000,5300000,1,3.6153846153846154,25100000,1.7801418439716312,2
4,1,0,9700000,26900000,10,460,11400000,3900000,31400000,9300000,0,2.7731958762886597,56000000,2.0817843866171004,0
5,1,1,3600000,12500000,12,795,10600000,2700000,11100000,4800000,1,3.4722222222222223,29200000,2.336,2
2,1,1,3400000,10300000,4,745,4900000,4000000,10000000,3900000,1,3.0294117647058822,22800000,2.2135922330097086,2
0,0,0,9800000,20100000,16,606,6200000,800000,37300000,8700000,1,2.0510204081632653,53000000,2.63681592039801,1
1,0,0,5100000,14200000,6,451,6100000,7600000,11400000,5600000,0,2.784313725490196,30700000,2.1619718309859155,0
4,1,1,5900000,11800000,8,479,11000000,1200000,15700000,3900000,0,2.0,31800000,2.694915254237288,0
5,1,0,1200000,2400000,14,495,1800000,1800000,4100000,1300000,0,2.0,9000000,3.75,0
2,0,0,9700000,30200000,14,769,23700000,13600000,26400000,7500000,1,3.11340206185567,71200000,2.357615894039735,2
5,0,1,4700000,11800000,4,639,3600000,700000,9400000,5500000,1,2.5106382978723403,19200000,1.6271186440677967,1
5,1,0,4200000,12500000,18,723,1200000,300000,12900000,6100000,1,2.9761904761904763,20500000,1.64,2
4,1,0,9300000,26100000,16,623,11700000,10500000,21100000,10700000,1,2.806451612903226,54000000,2.0689655172413794,1
3,0,1,5300000,20800000,6,487,9700000,3400000,18500000,4200000,0,3.9245283018867925,35800000,1.7211538461538463,0
0,1,0,7600000,30100000,2,743,20700000,8700000,27600000,9600000,1,3.960526315789474,66600000,2.212624584717608,2
2,1,0,6200000,16900000,12,754,2300000,4200000,15300000,7900000,1,2.725806451612903,29700000,1.757396449704142,2
0,1,0,8900000,21600000,10,552,2300000,9900000,20700000,11900000,1,2.4269662921348316,44800000,2.074074074074074,1
4,0,1,7900000,27300000,10,560,23100000,14400000,28500000,10900000,1,3.4556962025316458,76900000,2.816849816849817,1
1,1,1,3500000,10800000,14,632,6900000,1500000,10900000,4200000,1,3.085714285714286,23500000,2.175925925925926,1
2,1,0,5300000,16700000,18,339,4600000,3300000,12000000,4100000,0,3.150943396226415,24000000,1.437125748502994,0
2,0,0,1400000,3100000,4,881,3700000,400000,5000000,1100000,1,2.2142857142857144,10200000,3.2903225806451615,2
1,0,1,9100000,23600000,20,535,2800000,17600000,26400000,4500000,0,2.5934065934065935,51300000,2.1737288135593222,1
4,0,0,4400000,17200000,4,563,4100000,3700000,12700000,2900000,1,3.909090909090909,23400000,1.3604651162790697,1
5,0,0,2800000,8200000,14,615,7400000,3300000,6700000,2700000,1,2.9285714285714284,20100000,2.451219512195122,1
3,0,0,1300000,3300000,8,795,1400000,800000,4600000,1600000,1,2.5384615384615383,8400000,2.5454545454545454,2
4,1,0,8400000,28700000,14,878,23400000,8300000,23900000,8600000,1,3.4166666666666665,64200000,2.2369337979094075,2
5,1,1,5300000,14000000,6,633,11800000,4500000,12800000,6100000,1,2.641509433962264,35200000,2.5142857142857142,1
2,1,0,6000000,13900000,4,533,3000000,9600000,14600000,4100000,0,2.316666666666667,31300000,2.2517985611510793,1
2,0,1,2100000,6800000,12,795,6100000,1900000,7200000,2400000,1,3.238095238095238,17600000,2.588235294117647,2
0,0,0,4300000,11000000,4,374,7100000,7300000,9300000,4700000,0,2.558139534883721,28400000,2.581818181818182,0
4,0,1,7300000,22900000,12,848,6300000,2900000,28500000,4100000,1,3.136986301369863,41800000,1.8253275109170306,2
2,1,0,5200000,16200000,12,890,10500000,9600000,15800000,3900000,1,3.1153846153846154,39800000,2.45679012345679,2
3,1,0,4700000,9800000,14,444,8200000,300000,15700000,3800000,0,2.0851063829787235,28000000,2.857142857142857,0
4,1,0,7800000,28500000,4,803,15500000,11300000,21100000,9800000,1,3.6538461538461537,57700000,2.024561403508772,2
3,1,1,500000,1900000,18,618,0,600000,1000000,400000,1,3.8,2000000,1.0526315789473684,1
1,0,1,6000000,20300000,14,845,5000000,7800000,23700000,8700000,1,3.3833333333333333,45200000,2.226600985221675,2
4,1,0,4800000,10800000,12,833,3000000,4000000,16400000,7100000,1,2.25,30500000,2.824074074074074,2
3,1,1,8900000,19300000,12,767,12000000,2200000,24700000,7700000,1,2.168539325842697,46600000,2.4145077720207255,2
1,1,1,1800000,4000000,16,747,700000,200000,4600000,900000,1,2.2222222222222223,6400000,1.6,2
2,1,0,3000000,7000000,4,588,5300000,3400000,11900000,3400000,1,2.3333333333333335,24000000,3.4285714285714284,1
4,0,0,7700000,24500000,20,582,9800000,6600000,29100000,6500000,1,3.1818181818181817,52000000,2.122448979591837,1
1,0,0,8300000,20400000,14,348,5600000,12500000,29100000,4700000,0,2.4578313253012047,51900000,2.5441176470588234,0
4,0,0,4200000,9400000,4,726,10000000,8100000,16100000,5500000,1,2.238095238095238,39700000,4.223404255319149,2
4,1,1,8000000,31200000,6,482,19800000,11500000,22200000,5700000,0,3.9,59200000,1.8974358974358974,0
2,1,1,9400000,30000000,16,565,1200000,3900000,28200000,9000000,1,3.1914893617021276,42300000,1.41,1
1,1,0,800000,2400000,16,872,2400000,1200000,1900000,900000,1,3.0,6400000,2.6666666666666665,2
0,1,1,500000,1300000,4,825,600000,0,1800000,200000,1,2.6,2600000,2.0,2
2,1,1,6100000,22300000,8,694,16200000,10900000,22900000,7200000,1,3.6557377049180326,57200000,2.5650224215246635,1
3,1,1,8500000,30800000,20,448,23000000,1400000,22900000,7900000,0,3.623529411764706,55200000,1.7922077922077921,0
5,1,1,7600000,18000000,12,452,7900000,4300000,23800000,4700000,0,2.3684210526315788,40700000,2.261111111111111,0
3,0,0,8700000,17900000,12,897,16400000,3500000,31600000,12500000,1,2.057471264367816,64000000,3.5754189944134076,2
4,0,0,9400000,20200000,10,803,24800000,1000000,34400000,4800000,1,2.148936170212766,65000000,3.217821782178218,2
1,0,1,400000,900000,8,828,600000,500000,1500000,300000,1,2.25,2900000,3.2222222222222223,2
0,1,0,2700000,7500000,6,832,7700000,1200000,10000000,2500000,1,2.7777777777777777,21400000,2.8533333333333335,2
1,0,1,2300000,5500000,6,861,1600000,1200000,4700000,1700000,1,2.391304347826087,9200000,1.6727272727272726,2
0,1,0,7500000,15900000,2,535,17500000,5700000,23600000,4500000,0,2.12,51300000,3.2264150943396226,1
4,0,1,7100000,19400000,16,363,17900000,2600000,22600000,4000000,0,2.732394366197183,47100000,2.4278350515463916,0
1,0,1,8800000,28600000,8,631,11000000,13200000,25000000,7700000,1,3.25,56900000,1.9895104895104896,1
2,0,0,8400000,20700000,6,513,500000,16400000,18800000,7900000,0,2.4642857142857144,43600000,2.106280193236715,1
0,1,1,4700000,16200000,16,317,12700000,400000,9400000,2500000,0,3.4468085106382977,25000000,1.5432098765432098,0
1,1,0,6900000,19500000,2,809,6100000,10600000,22900000,9300000,1,2.8260869565217392,48900000,2.5076923076923077,2
3,0,0,2400000,8200000,10,531,6800000,1900000,5700000,2000000,0,3.4166666666666665,16400000,2.0,1
1,0,1,1600000,4800000,14,544,2200000,200000,6200000,1200000,0,3.0,9800000,2.0416666666666665,1
0,1,0,3500000,7800000,14,366,6400000,3000000,13700000,4900000,0,2.2285714285714286,28000000,3.58974358974359,0
